id,Tournament Name,Date,Placement,Start Placement,End Placement,Tier,Team,Opposing Team,Score,Opposing Score,Earnings
LaNm,National Electronic Sports Tournament 2013,2013-11-08,5 - 8th,5.0,8.0,Premier,Team DK/Team DK,,,,0
LaNm,The International 2013,2013-08-07,13 - 16th,13.0,16.0,Premier,RattleSnake,Team Dignitas,0,1,0
LaNm,AMD Premier League Season 2,2013-07-23,3rd,3.0,,Major,RattleSnake,Team Zenith,2,1,500
LaNm,RedBull ECL 2013 Dota 2 Season,2013-07-13,5 - 8th,5.0,8.0,Premier,RattleSnake,Orange Esports/Orange Esports,0,2,0
LaNm,Alienware Cup 2013 - Season 1,2013-07-02,9 - 10th,9.0,10.0,Premier,RattleSnake,LGD International,1,2,1000
LaNm,Dota 2 Super League,2013-06-15,7 - 10th,7.0,10.0,Premier,RattleSnake,,,,3261
LaNm,AMD Premier League Season 1,2013-05-09,5 - 8th,5.0,8.0,Major,RattleSnake,Team Zenith,1,2,0
LaNm,The International 2012,2012-09-01,5 - 6th,5.0,6.0,Premier,EHOME,Invictus Gaming,0,1,35000
LaNm,BeyondTheSummit World Tour,2012-08-21,3 - 4th,3.0,4.0,Minor,EHOME,Invictus Gaming,1,2,0
LaNm,It's Gosu Monthly Madness Asia,2012-07-29,5 - 8th,5.0,8.0,Monthly,EHOME,LGD Gaming,0,2,0
LaNm,joinDOTA Masters IX,2012-06-23,5 - 8th,5.0,8.0,Weekly,EHOME,Mineski,0,1,0
LaNm,The Defense Season 1,2012-01-08,13 - 24th,13.0,24.0,Premier,EHOME,,,,0
LaNm,Electronic Sports World Cup 2011,2011-10-25,2nd,2.0,,Premier,EHOME,Natus Vincere,0,2,6000
LaNm,The International 2011,2011-08-21,2nd,2.0,,Premier,EHOME,Natus Vincere,1,3,250000
Lapiz,Assembly Summer 2014,2014-08-02,3 - 4th,3.0,4.0,Minor,Seppo13,"Veni,Vidi,Vici",0,2,806
Lapiz,Assembly Winter 2014,2014-02-01,3rd,3.0,,Minor,FINSTACK,House of Gamers,2,0,530
Lapiz,Fragbite Masters,2013-10-24,17 - 32nd,17.0,32.0,Major,Team Menace.fi,,,,0
Lapiz,E-Sports Prime Dota 2 Cup,2013-10-17,5 - 8th,5.0,8.0,Minor,Team Menace.fi,Fnatic,0,1,0
Lapiz,StarLadder StarSeries Season 7,2013-10-13,5 - 16th,5.0,16.0,Premier,Team Menace.fi,,,,0
Lapiz,SteelSeries Euro Cup #1,2013-09-07,3 - 4th,3.0,4.0,Monthly,Team Menace.fi,Kaipi,0,2,0
Lapiz,Assembly Summer 2013,2013-08-03,1st,1.0,,Minor,Team Menace.fi,4 Friends + Chrillee,2,1,4655
Lapiz,RaidCall EMS One Summer Season,2013-07-14,5 - 8th,5.0,8.0,Premier,Rat in the dark,Fnatic,0,2,2000
Lapiz,StarLadder ProSeries Season 6,2013-06-09,4th,4.0,,Minor,Team Menace.fi,UniQ,,,0
Lapiz,RaidCall EMS One Spring Season,2013-04-21,5 - 8th,5.0,8.0,Premier,Rat in the dark,Absolute Legends,0,2,2000
Lapiz,The Defense Season 1,2012-02-05,9 - 12th,9.0,12.0,Premier,Finmafia,,,,0
le,Dota2 ACE - Provisional,2016-12-26,13 - 16th,13.0,16.0,Major,Newbee Young,EHOME.Keen,0,2,0
le,Dota2 Professional League Season 2 - Secondary,2016-12-13,3rd,3.0,,Major,Newbee Young,,,,10000
le,Shanghai Dota 2 Open #2,2016-09-29,9 - 12th,9.0,12.0,Major,Newbee Young,,,,0
le,VPGame Pro League Season 2,2016-07-25,9 - 16th,9.0,16.0,Major,Newbee Young,,,,0
le,Dota2 Professional League Season 1,2016-07-14,13th,13.0,,Major,Newbee Young,,,,5000
le,G-League 2016,2016-07-04,3 - 4th,3.0,4.0,Major,Newbee Young,Invictus Gaming,0,2,2993
le,National Electronic Arena 2016,2016-07-03,4th,4.0,,Major,Newbee Young,CDEC Gaming,0,2,15027
le,H-Cup Season 7,2016-06-16,5 - 8th,5.0,8.0,Weekly,Newbee Young,,,,0
le,H-Cup Season 6,2016-04-21,9 - 12th,9.0,12.0,Weekly,Newbee Young,,,,0
le,H-Cup Season 5,2016-04-10,3rd,3.0,,Weekly,Newbee Young,Newbee,1,2,461
le,H-Cup Season 4,2016-03-30,13 - 16th,13.0,16.0,Weekly,Newbee Young,,,,0
le,The Shanghai Major 2016,2016-03-03,9 - 12th,9.0,12.0,Premier,Newbee,Fnatic,0,1,45000
le,MarsTV Dota 2 League 2015 Winter,2016-01-30,5 - 6th,5.0,6.0,Premier,Newbee,LGD Gaming,1,2,13883
le,Shanghai Dota 2 Open,2016-01-03,2nd,2.0,,Major,Newbee,EHOME,1,3,15368
le,Shanghai Dota 2 Open Qualifier,2015-12-29,1st-2nd,1.0,2.0,Minor,Newbee Young,TongFu,2,0,3854
le,World Cyber Arena 2015,2015-12-18,13 - 16th,13.0,16.0,Premier,Newbee,,,,0
le,ECL 2015 Dota 2 Autumn,2015-11-23,6 - 16th,6.0,16.0,Major,Newbee Young,,,,0
le,The Frankfurt Major 2015,2015-11-16,13 - 16th,13.0,16.0,Premier,Newbee Young,EHOME,0,1,30000
le,HuomaoTV Mid-summer League Season 1,2015-07-21,4th,4.0,,Minor,Energy Pacemaker,Newbee Young,0,2,806
le,DouyuTV Dota 2 Tournament,2015-07-21,4th,4.0,,Minor,Energy Pacemaker,Newbee Young,1,2,2418
le,ESCC 2015,2015-07-06,2nd,2.0,,Minor,Energy Pacemaker,TongFu,2,3,16119
le,G-League 2015,2015-06-08,5 - 8th,5.0,8.0,Major,Energy Pacemaker,LGD Gaming,1,2,0
le,i-League Season 3,2015-05-21,7 - 8th,7.0,8.0,Premier,Energy Pacemaker,Invictus Gaming,1,2,6401
le,Mineski Pro-Gaming League Season 7,2015-05-10,2nd,2.0,,Major,Energy Pacemaker,MVP HOT6ix,1,2,10000
le,World Cyber Arena 2015 - Chinese Pro Qualifiers,2015-05-08,9 - 16th,9.0,16.0,Major,Energy Pacemaker,,,,3193
le,VPGame Pro League Season 1,2015-04-12,9 - 12th,9.0,12.0,Major,Energy Pacemaker,EHOME,0,1,0
le,ECL 2015 Dota 2 Spring,2015-04-12,5 - 8th,5.0,8.0,Major,Energy Pacemaker,,,,0
le,Dota 2 Asia Championships 2015,2015-01-28,17 - 20th,17.0,20.0,Premier,Energy Pacemaker,,,,15288
le,Sina Cup Supernova Dota 2 Open Season 3,2014-02-27,9 - 12th,9.0,12.0,Major,No8 Network,DT^Club,0,2,0
LeBronDota,EPICENTER XL,2018-05-03,11 - 12th,11.0,12.0,Premier,Natus Vincere,,,,5000
LeBronDota,StarLadder ImbaTV Invitational Season 5,2018-04-15,5 - 6th,5.0,6.0,Major,Natus Vincere,Fnatic,1,2,15000
LeBronDota,GESC: Indonesia Dota2 Minor,2018-03-18,3 - 4th,3.0,4.0,Major,Natus Vincere,Evil Geniuses,0,2,35000
LeBronDota,The Bucharest Major,2018-03-07,9 - 11th,9.0,11.0,Premier,Natus Vincere,TNC Pro Team,0,1,0
LeBronDota,ESL One Katowice 2018,2018-02-21,13 - 16th,13.0,16.0,Premier,Natus Vincere,Newbee,0,2,5000
LeBronDota,MID.TV Challenge Cup,2018-01-17,2nd,2.0,,Minor,Team Doggie,Gambit Esports,1,2,3500
LeBronDota,ProDotA Cup Europe #25,2017-12-28,2nd,2.0,,Minor,Team Doggie,Gambit Esports,0,3,500
LeBronDota,ProDotA Cup Europe #24,2017-11-30,2nd,2.0,,Minor,Double Dimension,Gambit Esports,0,3,500
LeBronDota,WESG 2017 Europe Finals,2017-11-25,9 - 12th,9.0,12.0,Minor,Serbia,Ukraine,0,2,0
LeBronDota,ProDotA Cup Europe #23,2017-10-17,13 - 16th,13.0,16.0,Minor,Double Dimension,No Creativity,0,1,0
LeBronDota,WellPlay Invitational #9,2017-10-10,5 - 6th,5.0,6.0,Minor,Double Dimension,M19,0,2,0
LeBronDota,FACEIT Pro League - Europe: September 2017,2017-09-30,3rd,3.0,,Monthly,Double Dimension,,,,2000
LeBronDota,ProDotA Cup Europe #21,2017-08-27,2nd,2.0,,Minor,Double Dimension,SFTe-sports,0,3,500
LeBronDota,Dota 2 Champions League Season 12,2017-08-20,9 - 16th,9.0,16.0,Minor,Double Dimension,SFTe-sports,0,1,0
LeBronDota,ProDotA Cup Europe #20,2017-07-20,3rd,3.0,,Minor,Double Dimension,Team Singularity,0,2,500
LeBronDota,OverPower Cup #2,2017-07-18,3rd,3.0,,Minor,Double Dimension,PENTA Sports,2,0,500
LeBronDota,Blood in the Streets #1,2017-06-16,7th,7.0,,Minor,Elements Pro Gaming,Danish Bears,0,2,0
LeBronDota,Russian e-Sports Cup 2017,2017-05-28,4th,4.0,,Major,Elements Pro Gaming,Team Spirit,0,2,4600
LeBronDota,DreamLeague Season 7 EU Division,2017-05-21,8th,8.0,,Major,Elements Pro Gaming,,,,1000
LeBronDota,ProDotA Cup Europe #16,2017-03-24,5 - 6th,5.0,6.0,Minor,Elements Pro Gaming,SFTe-sports,0,1,0
LeBronDota,Dota 2 Champions League Season 11,2017-03-21,9 - 16th,9.0,16.0,Minor,Elements Pro Gaming,Earthworldflame,0,1,0
LeBronDota,OverPower Cup #1,2017-03-18,5 - 8th,5.0,8.0,Minor,Elements Pro Gaming,Cloud9,0,2,0
LeBronDota,ProDotA Cup Europe #15,2017-02-24,7 - 8th,7.0,8.0,Minor,Elements Pro Gaming,Hala Ares,0,1,0
LeBronDota,Dota 2 Champions League Season 10,2017-02-15,9 - 16th,9.0,16.0,Minor,Elements Pro Gaming,F.R.I.E.N.D.S.,0,1,0
LeBronDota,Dota Pit League Season 5,2017-01-20,7 - 8th,7.0,8.0,Premier,Elements Pro Gaming,Invictus Gaming,0,1,0
LeBronDota,AOC Dota 2 Cup,2016-12-25,2nd,2.0,,Minor,Elements Pro Gaming,Rebels,0,3,1080
LeBronDota,ProDotA Cup Europe #13,2016-12-21,9 - 12th,9.0,12.0,Minor,Elements Pro Gaming,Sanguine Sharks,0,1,0
LeBronDota,WellPlay Invitational #6,2016-12-18,5 - 8th,5.0,8.0,Minor,Elements Pro Gaming,Team Empire,1,2,0
LeBronDota,WellPlay Invitational #5,2016-11-28,5 - 6th,5.0,6.0,Minor,Elements Pro Gaming,F.R.I.E.N.D.S.,1,2,0
LeBronDota,ProDotA Cup Europe #12,2016-11-18,7 - 8th,7.0,8.0,Minor,Elements Pro Gaming,ALTERNATE aTTaX,0,1,0
LeBronDota,ProDotA Cup Europe #11,2016-11-05,3rd,3.0,,Minor,Elements Pro Gaming,Team Empire,0,2,500
LeBronDota,Elements Cup #2,2016-09-29,3rd,3.0,,Minor,Elements Pro Gaming,Prodota Gaming,1,2,2500
LeBronDota,Dota 2 Champions League Season 8,2016-09-27,9 - 16th,9.0,16.0,Minor,Elements Pro Gaming,LVLUP,0,1,0
LeBronDota,BTS Europe #4,2016-09-26,2nd,2.0,,Minor,Elements Pro Gaming,Virtus.pro,1,2,1500
LeBronDota,ProDotA Cup Europe #10,2016-09-22,9 - 12th,9.0,12.0,Minor,Elements Pro Gaming,IKEA,0,1,0
LeBronDota,Dota 2 Offence Season 1,2016-09-07,3rd,3.0,,Minor,Elements Pro Gaming,Prodota Gaming,0,2,0
LeBronDota,joinDOTA League Season 10 Europe,2016-08-27,4th,4.0,,Minor,Elements Pro Gaming,Power Rangers,0,2,0
LeBronDota,WCA2016 EU Main Qualifier,2016-08-25,7 - 8th,7.0,8.0,Major,Elements Pro Gaming/Elements One,Alliance,0,2,1357
LeBronDota,ProDotA Cup Europe #8,2016-07-20,4th,4.0,,Minor,Elements Pro Gaming/Elements One,Elements Pro Gaming,0,2,0
LeBronDota,WellPlay Invitational #3,2016-07-19,7 - 8th,7.0,8.0,Minor,Elements Pro Gaming/Elements One,Power Rangers,-,W,0
LeBronDota,Loot Market Invitational,2016-07-04,4th,4.0,,Minor,Elements Pro Gaming/Elements One,The Imperial,1,2,0
LeBronDota,ProDotA Cup Europe #7,2016-06-16,9 - 12th,9.0,12.0,Minor,Elements Pro Gaming/Elements One,Danish Bears,0,1,0
LeBronDota,WellPlay Invitational #2,2016-06-04,7 - 8th,7.0,8.0,Minor,Elements Pro Gaming/Elements One,Fantastic Five,0,2,0
LeBronDota,ProDotA Cup Europe #6,2016-05-27,1st,1.0,,Minor,Spider Pigzs,Flipsid3 Tactics,3,0,3500
LeBronDota,Game On Invitational #2,2016-05-25,3 - 4th,3.0,4.0,Minor,Spider Pigzs,Prodota Gaming,1,2,0
LeBronDota,ProDotA Cup Europe #3,2016-02-19,7 - 8th,7.0,8.0,Minor,Hehe united,Ad Finem,0,1,0
LeBronDota,BTS Europe #2,2016-02-13,5 - 8th,5.0,8.0,Minor,Burden United,Team Empire,0,2,0
LeBronDota,Rumble Town,2016-02-12,5 - 8th,5.0,8.0,Minor,Burden United,Ad Finem,0,2,0
LeBronDota,GameOn Invitational,2016-02-08,5 - 8th,5.0,8.0,Minor,Burden United,ALTERNATE aTTaX,0,2,0
LeBronDota,ProDotA Cup Europe #2,2016-01-27,5 - 6th,5.0,6.0,Minor,Burden United,RoX,1,2,0
LeBronDota,ProDota Cup,2015-06-23,5 - 8th,5.0,8.0,Minor,Ancient Warriors,Burden United,1,2,0
LeBronDota,Battle of Central Europe Season 3,2014-12-07,9 - 12th,9.0,12.0,Major,CCK,Denial eSports,1,2,0
LeoStyle-,joinDOTA League Season 12 America,2018-04-17,1st,1.0,,Minor,Mad Kings,Carlton Esports Club,3,0,2000
LeoStyle-,DOTA Summit 8,2017-12-15,8 - 9th,8.0,9.0,Major,Sacred,,,,6000
LeoStyle-,joinDOTA League Season 11 America,2017-12-01,3rd,3.0,,Minor,Sacred,Wheel Whreck While Whistling,1,2,750
LeoStyle-,Blood in the Streets Americas,2017-11-16,2nd,2.0,,Minor,Sacred,Team Leviathan,1,3,3000
LeoStyle-,World Cyber Arena 2017 South America Finals,2017-10-29,3rd,3.0,,Minor,Sacred,Luccini,2,0,3500
LeoStyle-,ProDotA Cup Americas #10,2017-07-31,1st,1.0,,Minor,Thunder Predator,Wheel Whreck While Whistling,3,0,2000
LeoStyle-,KOD League Season V,2017-07-30,1st,1.0,,Minor,Thunder Predator,Wheel Whreck While Whistling,3,1,1000
LeoStyle-,KOD League Season V,2017-07-18,13 - 16th,13.0,16.0,Minor,Elite Wolves,,,,0
LeoStyle-,The Final Match Season 1,2017-07-09,5 - 6th,5.0,6.0,Major,Elite Wolves,Team Spirit,0,1,1750
LeoStyle-,ProDotA Cup Americas #9,2017-06-21,3rd,3.0,,Minor,Elite Wolves,Wheel Whreck While Whistling,1,2,500
LeoStyle-,Dota 2 BEAT Invitational - Season 8,2017-05-23,4th,4.0,,Minor,Elite Wolves,Infamous,0,2,0
LeoStyle-,Compu & Vision Cup - Season 1,2017-03-04,1st,1.0,,Minor,Not Today,Team DileCom,3,2,600
LeoStyle-,World Electronic Sports Games 2016,2017-01-14,5 - 8th,5.0,8.0,Premier,Team DileCom,TNC Pro Team,1,2,10000
LeoStyle-,ProDotA Cup Americas #8,2016-12-18,9 - 10th,9.0,10.0,Minor,Not Today,,,,0
LeoStyle-,WESG 2016 Americas Finals,2016-10-23,3rd,3.0,,Major,Team DileCom,T Show,2,1,9000
LeoStyle-,MLeS Season 1,2016-07-16,2nd,2.0,,Minor,Not Today,Elite Wolves,1,3,1500
LeoStyle-,ProDotA Cup Americas #6,2016-07-10,7 - 8th,7.0,8.0,Minor,Not Today,Luccini,-,W,0
LeoStyle-,Dota 2 Canada Cup - Season 7,2016-05-31,9 - 12th,9.0,12.0,Minor,Not Today,FDL,0,1,0
LeoStyle-,Sudamerican Master 4,2016-05-15,2nd,2.0,,Minor,Not Today,Elite Wolves,2,3,1040
LeoStyle-,ProDotA Cup Americas #5,2016-05-14,9 - 10th,9.0,10.0,Minor,Not Today,,,,0
LeoStyle-,BTS Americas #4,2016-03-23,9 - 16th,9.0,16.0,Minor,Not Today,Shazam,0,2,0
LeoStyle-,ProDotA Cup Americas #4,2016-03-21,3rd,3.0,,Minor,Not Today,Shazam,1,2,500
LeoStyle-,ProDotA Cup Americas #3,2016-02-18,5 - 8th,5.0,8.0,Minor,Not Today,Infamous,1,2,0
LeoStyle-,KOD League Season II,2016-02-08,3rd,3.0,,Minor,Not Today,XdGamers,1,2,0
LeoStyle-,BTS Americas #3,2016-01-31,9 - 16th,9.0,16.0,Minor,Not Today,Digital Chaos,0,2,0
LeoStyle-,Dota 2 Canada Cup - Season 6,2016-01-25,5 - 6th,5.0,6.0,Major,Not Today,Infamous,0,2,0
LeoStyle-,ProDotA Cup Americas #2,2016-01-23,9 - 12th,9.0,12.0,Minor,Not Today,,,,0
LeoStyle-,ProDotA Cup Americas #1,2015-12-18,9 - 16th,9.0,16.0,Minor,Not Today,Enemy,1,2,0
LeoStyle-,Sudamerican Master 3,2015-10-16,4th,4.0,,Minor,Team DileCom,Team Leviathan,0,2,0
Li,Shanghai Dota 2 Open,2016-01-02,3 - 4th,3.0,4.0,Major,Newbee Young,EHOME,1,2,7684
Li,Shanghai Dota 2 Open Qualifier,2015-12-29,1st-2nd,1.0,2.0,Minor,Newbee Young,TongFu,2,0,3854
Li,Dota 2 Radiant & Dire Cup 2015,2015-12-26,7 - 8th,7.0,8.0,Major,Newbee Young,IG Vitality,0,1,7741
Li,ECL 2015 Dota 2 Autumn,2015-11-23,6 - 16th,6.0,16.0,Major,Newbee Young,,,,0
Li,The Frankfurt Major 2015,2015-11-16,13 - 16th,13.0,16.0,Premier,Newbee Young,EHOME,0,1,30000
Li,WPC 2014,2014-06-01,3rd,3.0,,Premier,Newbee,Alliance,2,1,16006
Li,AMD Premier League Season 1,2013-05-07,9 - 16th,9.0,16.0,Major,Vici Gaming,Mineski,0,1,0
Liekkas,Dota2 Professional League Season 2 - Top,2016-12-20,8th,8.0,,Major,FTD club C,,,,35000
Liekkas,Dota2 ACE - Provisional,2016-11-18,5 - 8th,5.0,8.0,Major,FTD club C,LGD Gaming,0,2,1452
Liekkas,VPGame Pro League Season 2,2016-07-31,3rd,3.0,,Major,FTD club C,CDEC Avenger,1,2,7533
Liekkas,Dota2 Professional League Season 1,2016-07-14,6th,6.0,,Major,FTD club C,,,,14000
Liekkas,WCA2016 CN Qualifiers S2,2016-07-01,7 - 8th,7.0,8.0,Major,FTD club C,,,,1499
Liekkas,G-League 2016,2016-06-30,9 - 16th,9.0,16.0,Major,FTD club C,Invictus Gaming,0,2,0
Liekkas,H-Cup Season 7,2016-06-16,13 - 18th,13.0,18.0,Weekly,FTD club C,,,,0
Liekkas,H-Cup Season 6,2016-04-21,5 - 8th,5.0,8.0,Weekly,FTD club C,,,,0
Liekkas,H-Cup Season 5,2016-04-07,9 - 12th,9.0,12.0,Weekly,FTD club C,,,,0
Liekkas,H-Cup Season 4,2016-03-31,9 - 12th,9.0,12.0,Weekly,FTD club C,,,,0
Liekkas,Dota 2 League Season 5,2015-01-05,4th,4.0,,Premier,CDEC Gaming,Evil Geniuses,1,2,3550
Liekkas,G-League 2014,2014-12-27,2nd,2.0,,Major,CDEC Gaming,LGD Gaming,1,3,8033
Liekkas,National Electronic Sports Open 2014,2014-12-07,2nd,2.0,,Major,CDEC Gaming,Newbee,1,3,12933
Liekkas,ECL 2014 Dota 2 Autumn,2014-11-15,5 - 10th,5.0,10.0,Major,CDEC Gaming,,,,0
Liekkas,MSI Beat IT 2014,2014-11-02,3rd,3.0,,Major,CDEC Gaming,Rave,2,0,8254
Liekkas,i-League Season 1,2014-09-26,5 - 8th,5.0,8.0,Premier,LGD.CDEC,Vici Gaming,0,2,7791
Liekkas,Sina Cup Supernova Dota 2 Open Season 5,2014-09-21,4th,4.0,,Major,LGD.CDEC,LAI Gaming,0,1,651
Liekkas,World E-sport Championships 2014,2014-09-06,7 - 8th,7.0,8.0,Premier,LGD.CDEC,LGD Gaming,0,2,3242
Liekkas,V Games Tournament,2014-06-25,5 - 8th,5.0,8.0,Major,LGD.CDEC,Invictus Gaming,0,2,321
Liekkas,CDEC New Star Challenge,2014-06-21,5 - 6th,5.0,6.0,Major,LGD.CDEC,Invictus Gaming,0,1,80
Liekkas,Sina Cup Supernova Dota 2 Open Season 3,2014-02-28,9 - 12th,9.0,12.0,Major,HyperGloryTeam,CNB.cn,1,2,0
Liekkas,2013 WPC ACE Dota 2 League,2013-11-24,7 - 10th,7.0,10.0,Premier,HyperGloryTeam,,,,3306
LighTofHeaveN,StarLadder StarSeries Season 8,2014-01-19,5 - 16th,5.0,16.0,Premier,Virtus.pro,,,,0
LighTofHeaveN,Netolic Pro League #4 West,2013-12-12,5 - 6th,5.0,6.0,Major,Virtus.pro,RoX,0,1,0
LighTofHeaveN,Fragbite Masters,2013-12-04,9 - 16th,9.0,16.0,Major,Virtus.pro,,,,0
LighTofHeaveN,Netolic Pro League #4 West: Fifth Cup,2013-12-04,5 - 8th,5.0,8.0,Minor,Virtus.pro,RoX,1,2,0
LighTofHeaveN,Netolic Pro League #4 West: Fourth Cup,2013-12-03,5 - 8th,5.0,8.0,Minor,Virtus.pro,Mousesports,0,2,0
LighTofHeaveN,DreamLeague Kick-Off Season,2013-11-20,5 - 6th,5.0,6.0,Premier,Virtus.pro,,,,0
LighTofHeaveN,Netolic Pro League #4 West: Third Cup,2013-11-20,5 - 8th,5.0,8.0,Minor,Virtus.pro,Speed Gaming/Speed Gaming.int,0,2,0
LighTofHeaveN,Techlabs Cup 2013 Grand Final,2013-11-17,4th,4.0,,Premier,Virtus.pro,Power Rangers,1,2,1500
LighTofHeaveN,Netolic Pro League #4 West: Second Cup,2013-11-11,1st,1.0,,Minor,Virtus.pro,Mousesports,2,1,1000
LighTofHeaveN,Dota 2 Champions League Season 1,2013-11-10,7 - 10th,7.0,10.0,Premier,Virtus.pro,,,,0
LighTofHeaveN,Netolic Pro League #4 West: First Cup,2013-10-20,5 - 8th,5.0,8.0,Minor,Virtus.pro,Team Empire,0,2,0
LighTofHeaveN,StarLadder StarSeries Season 7,2013-10-13,5 - 16th,5.0,16.0,Premier,Virtus.pro,,,,0
LighTofHeaveN,WePlay Dota2 League Season 2,2013-09-15,9 - 20th,9.0,20.0,Premier,Virtus.pro,,,,0
LighTofHeaveN,Corsair Gaming Summer Tournament 2013,2013-07-26,7 - 8th,7.0,8.0,Major,Team Empire,Mousesports,0,2,0
LighTofHeaveN,StarLadder StarSeries Season 6,2013-07-07,5 - 15th,5.0,15.0,Premier,Team Empire,,,,0
LighTofHeaveN,Curse Dota 2 Invitational,2013-05-11,6 - 7th,6.0,7.0,Major,Team Empire,RoX,0,2,0
LighTofHeaveN,StarLadder StarSeries Season 5,2013-04-07,5 - 16th,5.0,16.0,Premier,Natus Vincere,,,,0
LighTofHeaveN,RaidCall Dota 2 League Season 2,2013-03-31,5 - 11th,5.0,11.0,Premier,Natus Vincere,,,,0
LighTofHeaveN,The Defense Season 3,2013-02-14,7 - 8th,7.0,8.0,Premier,Natus Vincere,Fnatic,1,2,0
LighTofHeaveN,StarLadder StarSeries Season 4,2012-12-23,1st,1.0,,Premier,Natus Vincere,Team Empire,3,1,8000
LighTofHeaveN,Gosuleague Season 5 Division 1,2012-12-22,1st,1.0,,Major,Natus Vincere,,,,2500
LighTofHeaveN,ASUS Open 2012 Finals,2012-12-16,3rd,3.0,,Premier,Natus Vincere,Wzriv Paketi,2,0,2500
LighTofHeaveN,DreamHack Winter 2012,2012-11-23,5 - 8th,5.0,8.0,Premier,Natus Vincere,Evil Geniuses,0,2,0
LighTofHeaveN,atoD Showdown 2,2012-11-13,5 - 8th,5.0,8.0,Minor,Natus Vincere,Team Empire,0,1,148
LighTofHeaveN,joinDOTA Masters Special Edition II,2012-11-09,2nd,2.0,,Minor,Natus Vincere,Team Empire,0,2,0
LighTofHeaveN,Electronic Sports World Cup 2012,2012-11-04,1st,1.0,,Premier,Natus Vincere,Team Dignitas,2,0,12000
LighTofHeaveN,GosuLeague Season 4 Divison 1,2012-10-28,1st,1.0,,Major,Natus Vincere,,,,2500
LighTofHeaveN,StarLadder StarSeries Season 3,2012-10-21,1st,1.0,,Premier,Natus Vincere,Team Empire,3,1,6000
LighTofHeaveN,The International 2012,2012-09-02,2nd,2.0,,Premier,Natus Vincere,Invictus Gaming,1,3,250000
LighTofHeaveN,The Defense Season 2,2012-08-12,7 - 8th,7.0,8.0,Premier,Natus Vincere,PotM Bottom,0,2,0
LighTofHeaveN,The Premier League Masters,2012-07-29,2nd,2.0,,Minor,Natus Vincere,Mortal Teamwork,0,3,0
LighTofHeaveN,StarLadder StarSeries Season 2,2012-07-15,1st,1.0,,Premier,Natus Vincere,Mousesports,3,0,6000
LighTofHeaveN,The Premier League Season 2,2012-07-08,1st,1.0,,Premier,Natus Vincere,,,,5000
LighTofHeaveN,DreamHack Summer 2012,2012-06-18,2nd,2.0,,Premier,Natus Vincere,Mortal Teamwork,1,2,7193
LighTofHeaveN,StarLadder StarSeries Season 1,2012-04-29,1st,1.0,,Premier,Natus Vincere,Moscow Five,3,1,6000
LighTofHeaveN,The Premier League Season 1,2012-03-11,1st,1.0,,Premier,Natus Vincere,,,,5000
LighTofHeaveN,The Defense Season 1,2012-03-04,1st,1.0,,Premier,Natus Vincere,Quantic Gaming,3,2,7917
LighTofHeaveN,Dota2 Star Championship,2011-12-11,2nd,2.0,,Premier,Natus Vincere,The Retry,1,2,5000
LighTofHeaveN,Electronic Sports World Cup 2011,2011-10-25,1st,1.0,,Premier,Natus Vincere,EHOME,2,0,12000
LighTofHeaveN,The International 2011,2011-08-21,1st,1.0,,Premier,Natus Vincere,EHOME,3,1,1000000
Lil,China Dota2 Supermajor,2018-06-05,13 - 16th,13.0,16.0,Premier,Natus Vincere,Vici Gaming,1,2,15000
Lil,EPICENTER XL,2018-05-03,11 - 12th,11.0,12.0,Premier,Natus Vincere,,,,5000
Lil,StarLadder ImbaTV Invitational Season 5,2018-04-15,5 - 6th,5.0,6.0,Major,Natus Vincere,Fnatic,1,2,15000
Lil,GESC: Indonesia Dota2 Minor,2018-03-18,3 - 4th,3.0,4.0,Major,Natus Vincere,Evil Geniuses,0,2,35000
Lil,The Bucharest Major,2018-03-07,9 - 11th,9.0,11.0,Premier,Natus Vincere,TNC Pro Team,0,1,0
Lil,ESL One Katowice 2018,2018-02-21,13 - 16th,13.0,16.0,Premier,Natus Vincere,Newbee,0,2,5000
Lil,ESL One Genting 2018,2018-01-26,5 - 6th,5.0,6.0,Major,Virtus.pro,Evil Geniuses,0,2,20000
Lil,DOTA Summit 8,2017-12-17,1st,1.0,,Major,Virtus.pro,Fnatic,3,1,120000
Lil,MDL Macau,2017-12-10,3 - 4th,3.0,4.0,Major,Virtus.pro,TNC Pro Team,0,2,30000
Lil,DreamLeague Season 8,2017-12-02,5 - 6th,5.0,6.0,Premier,Virtus.pro,Evil Geniuses,0,2,45000
Lil,WESG 2017 Europe Finals,2017-11-26,3rd,3.0,,Minor,Ukraine,UAshki,2,0,10000
Lil,Adrenaline Cyber League,2017-11-22,2nd,2.0,,Major,Virtus.pro,Natus Vincere,1,3,25000
Lil,AMD SAPPHIRE Dota PIT League,2017-11-04,4th,4.0,,Major,Virtus.pro,Newbee,0,1,25000
Lil,ESL One Hamburg 2017,2017-10-29,1st,1.0,,Premier,Virtus.pro,Team Secret,2,0,500000
Lil,The International 2017,2017-08-10,5 - 6th,5.0,6.0,Premier,Virtus.pro,Team Liquid,1,2,1110956
Lil,DOTA Summit 7,2017-06-18,1st,1.0,,Premier,Virtus.pro,Team Secret,3,2,42500
Lil,EPICENTER 2017,2017-06-09,5 - 6th,5.0,6.0,Premier,Virtus.pro,Team Liquid,1,2,20000
